Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,Drivetrain,MinMPG,MaxMPG,FuelType,Mileage
2020,mercedes-benz,glb250base,used,37220,4.1,32,fwd,23,30,gasoline,32624
2018,ford,mustangecoboostpremium,used,21000,4.8,192,rwd,20,28,gasoline,68603
2005,chrysler,crossfiresrt-6,used,24900,4.6,93,rwd,17,24,gasoline,10062
2019,ford,f-150xlt,used,41922,4.8,425,4wd,18,23,gasoline,46946
2021,mercedes-benz,gla250base,used,43850,4.9,19,fwd,25,34,gasoline,10732
2010,porsche,boxster,used,28950,4.6,11,rwd,19,27,gasoline,71106
2014,fiat,500leasy,used,9900,4.3,104,fwd,25,33,gasoline,65629
2015,honda,civiclx,used,15995,4.7,307,fwd,30,39,gasoline,47467
2017,honda,civiclx,used,19981,4.8,743,fwd,31,40,gasoline,51430
2020,lexus,gx460base,used,49000,4.9,22,4wd,15,19,gasoline,30421
2019,bmw,x3m40i,used,47500,4.7,99,awd,20,27,gasoline,19572
2019,porsche,macans,certified,63367,4.9,12,awd,18,23,gasoline,38729
2019,mercedes-benz,cla250base,certified,29991,4.1,17,fwd,24,37,gasoline,31676
2019,bmw,x5xdrive40i,used,58591,4.7,55,awd,20,26,gasoline,31750
2019,mercedes-benz,cla250base,used,31497,4.1,17,fwd,24,37,gasoline,25943
2018,mercedes-benz,gle350base4matic,used,37963,4.7,51,awd,18,22,gasoline,49312
2019,bmw,x5xdrive40i,used,53058,4.7,55,awd,20,26,gasoline,35662
2016,nissan,roguesv,used,18485,4.5,317,awd,25,32,gasoline,73347
2016,nissan,roguesv,used,15969,4.5,317,awd,25,32,gasoline,99498
2017,honda,pilotelite,used,34955,4.7,285,awd,19,26,gasoline,59498
2016,nissan,roguesv,used,19900,4.5,317,fwd,26,33,gasoline,43121
2015,bmw,428ixdrive,used,13899,4.8,44,awd,22,33,gasoline,68535
2008,lexus,rx350base,used,11495,4.6,79,awd,17,22,gasoline,114708
2019,bmw,x7xdrive50i,used,69888,4.1,22,awd,15,21,gasoline,46661
2019,toyota,camryxse,certified,30959,4.8,309,fwd,28,39,gasoline,15341
2019,audi,a42.0tpremium,used,31995,4.8,21,awd,23,34,gasoline,20910
2019,toyota,camryxse,used,29900,4.8,309,fwd,28,39,gasoline,22207
2017,bmw,x5xdrive35i,used,31950,4.7,77,awd,18,24,gasoline,45922
2020,hyundai,santafesel2.4,used,31997,4.8,202,awd,21,27,gasoline,13519
2021,kia,telluridesx,certified,51980,4.9,91,awd,19,24,gasoline,25593
2020,mercedes-benz,glc300base4matic,certified,39790,4.8,35,awd,21,28,gasoline,44271
2019,subaru,forester,used,26998,4.7,279,awd,26,33,gasoline,33711
2015,toyota,4runnerlimited,used,35977,4.7,94,4wd,17,21,gasoline,53249
2020,bmw,x5xdrive40i,used,63940,4.7,53,awd,20,26,gasoline,30523
2018,toyota,4runnerlimited,used,40899,4.8,253,4wd,17,20,gasoline,38530
2019,mazda,cx-5grandtouring,used,30299,4.8,230,fwd,25,31,gasoline,18410
2021,gmc,yukondenali,used,82995,4.0,24,4wd,14,19,gasoline,33316
2019,mercedes-benz,amggle434maticcoupe,certified,61988,5.0,10,awd,17,22,gasoline,36323
2020,tesla,modelylongrange,used,73990,3.7,10,awd,127,114,electric,10729
2018,ford,f-150xl,used,34999,4.8,817,4wd,18,23,e85 flex fuel,51960
2021,mazda,cx-9carbonedition,used,41990,4.8,17,awd,20,26,gasoline,11309
2021,tesla,modelylongrange,used,72650,4.0,15,awd,131,117,electric,13919
2021,toyota,4runnerlimited,certified,44864,4.9,42,rwd,16,19,gasoline,34593
2017,chevrolet,equinoxpremier,used,22999,4.7,280,fwd,21,31,gasoline,50127
2017,lexus,rx350350,used,35615,4.7,261,fwd,20,27,gasoline,73966
2020,bmw,x7xdrive40i,used,71819,4.9,22,awd,20,25,gasoline,14004
2019,jeep,grandcherokeelimited,used,39439,4.8,224,4wd,18,25,gasoline,39412
2020,ford,edgesport,certified,42989,4.9,141,awd,19,26,gasoline,25055
2020,lincoln,aviatorreserveawd,used,58998,4.0,88,awd,17,24,gasoline,37414
2016,subaru,crosstrek2.0ipremium,used,19687,4.6,109,awd,26,34,gasoline,94374
2018,subaru,crosstrek2.0ilimited,used,28952,4.8,343,awd,27,33,gasoline,45209
2018,subaru,crosstrek2.0ipremium,certified,26952,4.8,343,awd,23,29,gasoline,39537
2020,audi,q545prestige,used,49998,4.8,30,awd,22,28,gasoline,10843
2021,tesla,modelylongrange,used,75209,4.0,15,awd,131,117,electric,14347
2018,volvo,v90crosscountryt5,used,50962,4.9,19,awd,23,31,gasoline,37837
2014,honda,accordex-l,used,20800,4.7,352,fwd,21,34,gasoline,73467
2021,toyota,4runnerlimited,used,48000,4.9,42,rwd,16,19,gasoline,37001
2019,audi,q52.0tpremium,used,33189,4.7,42,awd,22,27,gasoline,43496
2011,nissan,muranosl,used,12998,4.4,65,fwd,18,23,gasoline,65881
2021,toyota,4runnernightshade,used,55900,4.9,42,4wd,16,19,gasoline,19814
2020,dodge,challengersxt,used,27000,4.9,72,rwd,19,30,gasoline,19501
2019,audi,q83.0tpremium,used,72991,4.8,27,awd,17,22,gasoline,32731
2021,kia,telluridesx,used,51273,4.9,91,fwd,20,26,gasoline,24793
2018,hyundai,elantrasel,used,15500,4.8,504,fwd,28,37,gasoline,51503
2020,mercedes-benz,glc300base4matic,used,51998,4.8,35,awd,21,28,gasoline,10769
2020,kia,telluridesx,used,50995,4.8,211,fwd,20,26,gasoline,36411
2018,porsche,cayennebase,used,49965,4.8,13,awd,18,24,gasoline,41125
2019,lincoln,mkzstandard,used,33691,4.9,32,fwd,20,31,gasoline,13575
2018,honda,hr-vlx,used,17997,4.7,205,awd,27,31,gasoline,42436
2018,subaru,forester2.5ilimited,certified,26999,4.8,505,awd,26,32,gasoline,51492
2020,ford,edgest,used,43596,4.9,141,awd,19,26,gasoline,22492
2020,hyundai,palisadelimited,used,45500,4.7,219,fwd,19,26,gasoline,49541
2020,nissan,roguesl,used,33277,4.8,133,fwd,26,33,gasoline,23320
2019,buick,encorepreferred,used,21989,4.7,182,fwd,25,30,gasoline,30406
2018,jeep,grandcherokeelimited,used,33663,4.8,395,4wd,18,25,gasoline,43807
2018,toyota,rav4hybridxle,certified,30999,4.8,115,awd,34,30,hybrid,41944
2019,cadillac,xt4sport,used,35998,4.2,107,awd,22,29,gasoline,49386
2015,chevrolet,tahoeltz,used,35473,4.5,107,4wd,16,22,gasoline,115795
2013,kia,soul+,used,9999,4.5,212,fwd,23,28,gasoline,47786
2015,chevrolet,silverado1500ltz,used,26900,4.6,250,4wd,16,22,gasoline,88023
2018,honda,civiclx,used,15995,4.8,546,fwd,31,40,gasoline,43374
2015,acura,tlxtech,used,14999,4.5,125,fwd,24,35,gasoline,136510
2021,acura,rdxadvancepackage,certified,50767,4.8,42,awd,21,27,gasoline,11309
2020,honda,cr-vhybridtouring,used,38999,4.5,44,awd,40,35,hybrid,36896
2019,tesla,model3standardrangeplus,used,49996,4.9,33,rwd,140,124,electric,16172
2016,toyota,highlanderlimitedplatinum,used,32979,4.8,184,fwd,19,25,gasoline,52649
2020,chevrolet,equinox1lt,used,27995,4.7,276,awd,25,30,gasoline,19220
2018,infiniti,qx30premium,used,29995,4.3,37,awd,21,0,gasoline,49175
2019,ford,f-150xlt,certified,37500,4.8,425,4wd,18,23,gasoline,33358
2019,hyundai,elantrase,used,13950,4.7,132,fwd,29,38,gasoline,30767
2014,mercedes-benz,e-classe350,used,21500,4.8,176,rwd,21,31,gasoline,66380
2019,mercedes-benz,gls450gls450,used,51909,5.0,10,awd,16,22,gasoline,45377
2020,land,roverrangeroverevoquese,used,47500,4.1,16,awd,20,27,gasoline,17711
2019,honda,civicsport,used,24998,4.9,275,fwd,29,37,gasoline,51465
2022,acura,mdxbase,used,48998,4.9,16,fwd,19,26,gasoline,17912
2020,acura,tlxa-spec,certified,37988,4.9,32,fwd,23,32,gasoline,39396
2021,toyota,highlanderhybridlimited,used,48916,4.7,32,awd,35,34,hybrid,17785
2020,nissan,roguesports,used,22790,4.7,67,fwd,25,32,gasoline,19333
2003,lexus,es300base(a5),used,3999,4.8,50,fwd,21,29,gasoline,77648
2010,buick,enclave2xl,used,6999,4.4,65,fwd,17,24,gasoline,100000
2021,ram,1500bighorn,used,49997,4.8,92,4wd,19,24,gasoline,20222
2020,tesla,model3performance,used,64900,4.3,16,awd,118,107,electric,11733
2020,lincoln,aviatorblacklabelawd,used,70988,4.0,88,awd,17,24,gasoline,14751
2015,bmw,328ixdrive,used,22495,4.7,107,awd,22,33,gasoline,50757
2019,chevrolet,tahoelt,used,42900,4.6,70,4wd,15,21,gasoline,49441
2013,toyota,highlanderse,used,19750,4.7,140,awd,17,22,gasoline,106506
2021,mazda,cx-5grandtouring,used,34590,4.8,84,awd,24,30,gasoline,12848
2019,mercedes-benz,gls450base4matic,used,48995,5.0,10,awd,16,22,gasoline,63263
2020,kia,sorentolx,used,23972,4.7,76,fwd,19,26,gasoline,50250
2014,land,roverrangeroversportsuperchargedhse,used,29995,4.7,26,4wd,17,23,gasoline,83664
2014,lincoln,mkzbase,used,17900,4.7,68,fwd,22,33,gasoline,90848
2019,jeep,grandcherokeelimited,used,31000,4.8,224,rwd,19,26,gasoline,35422
2019,jeep,grandcherokeelimited,used,34389,4.8,224,4wd,18,25,gasoline,31555
2019,jeep,cherokeelatitudeplus,used,28498,4.6,568,4wd,21,29,gasoline,17666
2020,mercedes-benz,gla250base,certified,31995,4.9,13,fwd,24,34,gasoline,30048
2021,toyota,tacomasr5,used,34245,4.8,85,rwd,20,23,gasoline,30600
2017,acura,ilxw/acurawatchplus,used,6950,4.7,38,fwd,25,35,gasoline,54640
2013,toyota,priusthree,used,16654,4.6,147,fwd,51,48,hybrid,107171
2019,subaru,impreza2.0ipremium,used,22894,4.6,90,awd,28,36,gasoline,28956
2019,bmw,330ixdrive,certified,39816,4.9,30,awd,25,34,gasoline,17072
2019,genesis,g803.8,used,36999,4.7,28,awd,18,24,gasoline,17875
2013,lexus,gx460460,used,23995,4.4,17,4wd,15,20,gasoline,80588
2019,toyota,camryxse,certified,31491,4.8,309,fwd,28,39,gasoline,16821
2016,dodge,chargerr/tscatpack,used,39950,4.8,173,rwd,15,25,gasoline,13243
2017,mercedes-benz,e-classe3004matic,used,33016,4.8,79,awd,22,29,gasoline,13990
2020,acura,tlxv6,used,27990,4.9,32,fwd,20,31,gasoline,52756
2019,bmw,m550ixdrive,certified,55988,4.5,3,awd,18,25,gasoline,34129
2021,kia,telluridesx,used,57861,4.9,91,awd,19,24,gasoline,13308
2015,acura,tlxv6advance,used,23437,4.5,125,awd,21,31,gasoline,56352
2019,honda,cr-vex-l,used,31336,4.8,540,awd,27,33,gasoline,37744
2019,bmw,x5xdrive40i,certified,53795,4.7,55,awd,20,26,gasoline,33394
2020,dodge,durangogt,used,45899,4.9,46,awd,18,25,gasoline,33014
2020,acura,mdx3.5l,used,40995,4.9,50,fwd,20,27,gasoline,12369
2004,jeep,grandcherokeelimited,used,6990,4.2,135,4wd,16,21,gasoline,181419
2020,bmw,740i,certified,65988,5.0,2,rwd,22,29,gasoline,31649
2021,audi,q855premium,used,76988,5.0,3,awd,18,23,gasoline,31640
2019,bmw,x3xdrive30i,certified,35998,4.7,99,awd,22,29,gasoline,34318
2018,mazda,cx-5grandtouring,used,27500,4.8,270,fwd,25,31,gasoline,31846
2020,toyota,corollase,used,25995,4.7,233,fwd,31,40,gasoline,42282
2018,tesla,models75d,used,60000,4.8,13,awd,102,105,electric,47069
2014,subaru,xvcrosstrek2.0ipremium,used,14900,4.4,58,awd,23,30,gasoline,29501
2019,toyota,4runnerlimited,certified,39587,4.8,189,4wd,17,20,gasoline,37805
2019,bmw,x5xdrive40i,used,53989,4.7,55,awd,20,26,gasoline,29180
2020,bmw,x3xdrive30i,used,40998,4.9,51,awd,24,29,gasoline,33379
2017,bmw,x3xdrive28i,used,32199,4.8,89,awd,21,28,gasoline,36219
2017,kia,sorentosx,used,25999,4.8,488,awd,17,23,gasoline,85417
2019,land,roverdiscoveryhse,used,56343,3.4,4,4wd,16,21,gasoline,30633
2018,bmw,x3xdrive30i,used,33962,4.8,64,awd,22,29,gasoline,49340
2020,bmw,x3sdrive30i,certified,42962,4.9,51,rwd,25,29,gasoline,30471
2020,mercedes-benz,glc300base,used,42888,4.8,35,rwd,22,29,gasoline,19367
2020,nissan,roguesl,certified,32989,4.8,133,fwd,26,33,gasoline,39569
2021,mercedes-benz,gle350,used,64980,4.8,17,awd,19,26,gasoline,17601
2020,bmw,750ixdrive,used,78790,5.0,3,awd,17,25,gasoline,34376
2021,honda,pilotspecialedition,used,41991,4.8,63,fwd,20,27,gasoline,16676
2017,lexus,gs350fsport,used,39988,4.9,18,rwd,19,27,gasoline,37332
2021,toyota,highlanderlimited,used,48995,4.9,93,fwd,21,29,gasoline,21732
2019,subaru,outback2.5ilimited,used,26947,4.7,262,awd,25,32,gasoline,82274
2019,land,roverrangeroversvautobiographydynamic,used,140000,4.5,16,4wd,14,19,gasoline,37601
2018,toyota,highlanderlimited,used,35991,4.8,419,fwd,21,27,gasoline,38108
2019,infiniti,qx60luxe,used,34989,4.6,56,fwd,20,27,gasoline,36599
2021,gmc,yukondenali,used,78749,4.0,24,rwd,15,20,gasoline,31499
2020,honda,passportex-l,used,38998,4.8,50,awd,19,24,gasoline,13134
2018,toyota,rav4limited,used,33675,4.8,770,awd,22,28,gasoline,45263
2014,mazda,mazda3isv,used,12987,4.6,131,fwd,30,41,gasoline,54552
2020,kia,stingergt2,used,47000,4.8,24,awd,17,25,gasoline,18951
2020,acura,tlxa-spec,used,38749,4.9,32,awd,20,29,gasoline,15347
2021,audi,a655premiumplus,used,50591,5.0,3,awd,23,31,gasoline,16076
2021,tesla,modelyperformance,used,74000,4.0,15,awd,115,106,electric,10395
2019,honda,cr-vex-l,used,35573,4.8,540,awd,27,33,gasoline,38276
2019,bmw,x5xdrive40i,used,52767,4.7,55,awd,20,26,gasoline,41603
2020,ford,mustanggt,used,62977,4.9,68,rwd,15,24,gasoline,13901
2019,bmw,540ixdrive,certified,45877,4.9,17,awd,21,29,gasoline,39356
2019,tesla,model3performance,used,57775,4.9,33,awd,120,112,electric,42427
2020,ford,fusionhybridtitanium,used,29590,5.0,6,fwd,43,41,hybrid,31923
2020,acura,mdx3.5ltechnology&a-specpkgs,certified,46890,4.9,50,awd,19,25,gasoline,8955
2018,dodge,durangogt,used,33995,4.8,146,awd,18,25,gasoline,61762
2016,toyota,4runnerlimited,used,35910,4.7,140,4wd,17,21,gasoline,49368
2019,infiniti,qx80luxe,used,46733,4.8,26,rwd,14,20,gasoline,45203
2019,bmw,x5xdrive40i,used,55488,4.7,55,awd,20,26,gasoline,42055
2020,subaru,ascenttouring7-passenger,used,42999,4.8,83,awd,20,26,gasoline,36936
2018,mercedes-benz,c-classc300,used,29809,4.8,66,rwd,24,33,gasoline,37746
2020,tesla,modelylongrange,used,69000,3.7,10,awd,127,114,electric,11382
2019,honda,pilotex-l,used,34447,4.8,223,fwd,19,27,gasoline,46832
2018,jeep,wranglerunlimitedsahara,used,42980,4.6,208,4wd,17,23,gasoline,31145
2016,subaru,forester2.5itouring,used,26405,4.5,156,awd,24,32,gasoline,22828
2015,jeep,wranglerunlimitedsport,used,26996,4.6,138,4wd,16,21,gasoline,89500
2020,lexus,rx350base,used,50430,4.8,76,fwd,20,27,gasoline,17610
2019,chevrolet,equinoxpremierw/1lz,certified,28572,4.5,415,awd,25,30,gasoline,39996
2019,volkswagen,jetta1.4ts,used,19982,4.5,258,fwd,30,40,gasoline,50492
2020,land,roverrangeroverevoquese,used,42080,4.1,16,awd,20,27,gasoline,21151
2021,toyota,4runnerlimited,certified,50891,4.9,42,rwd,16,19,gasoline,19871
2016,ford,mustanggt,used,24995,4.7,229,rwd,15,25,gasoline,46158
2017,ford,focusrsbase,used,37438,4.7,31,awd,19,25,gasoline,55777
2021,honda,pilotex-l,used,44712,4.8,63,fwd,20,27,gasoline,14547
2018,alfa,romeostelviobase,used,26504,4.7,72,awd,22,28,gasoline,48353
2016,jaguar,f-types,used,53222,4.6,35,awd,18,26,gasoline,17880
2021,honda,pilotex-l,used,34071,4.8,63,fwd,20,27,gasoline,31649
2020,ford,ecosports,used,8995,4.7,62,4wd,23,29,gasoline,12475
2019,nissan,muranosl,certified,33821,4.9,96,fwd,20,28,gasoline,27292
2020,tesla,model3performance,used,61230,4.3,16,awd,0,0,electric,45304
2019,bmw,x5xdrive40i,used,56438,4.7,55,awd,20,26,gasoline,36600
2004,ford,f-150xltsupercrew,used,7990,4.5,113,4wd,14,18,gasoline,203777
2019,mazda,cx-5grandtouring,used,30995,4.8,230,awd,24,30,gasoline,15893
2019,audi,rs52.9t,used,77895,4.8,11,awd,18,27,gasoline,10505
2019,mercedes-benz,amggle434maticcoupe,certified,67800,5.0,10,awd,17,22,gasoline,34631
2013,bmw,x3xdrive28i,used,13750,4.2,82,awd,21,28,gasoline,69831
2015,volkswagen,golftsis2-door,used,16500,4.7,71,fwd,25,37,gasoline,46024
2016,audi,a73.0tprestige,used,33995,4.7,27,awd,20,30,gasoline,63044
2019,mercedes-benz,gls450base4matic,used,57427,5.0,10,awd,16,22,gasoline,38569
2020,toyota,avalonxse,used,40591,4.9,17,fwd,22,31,gasoline,4230
2019,honda,cr-vex-l,certified,30495,4.8,540,fwd,28,34,gasoline,21299
2019,mercedes-benz,cla250base,used,28990,4.1,17,fwd,24,37,gasoline,32934
2019,lexus,rx350350,used,46788,4.8,102,fwd,20,28,gasoline,10187
2020,bmw,x3xdrive30i,used,43052,4.9,51,awd,24,29,gasoline,18570
2019,bmw,330ixdrive,used,29595,4.9,30,awd,25,34,gasoline,55246
2019,mercedes-benz,s-classs5604matic,used,52998,4.6,14,awd,17,27,gasoline,58661
2019,subaru,crosstrek2.0ipremium,used,25999,4.7,205,awd,27,33,gasoline,15207
2018,honda,accordtouring2.0t,used,31500,4.8,652,fwd,22,32,gasoline,30424
2019,bmw,540ixdrive,used,39950,4.9,17,awd,21,29,gasoline,35135
2020,bmw,x3xdrive30i,certified,42888,4.9,51,awd,24,29,gasoline,30607
2020,gmc,sierra1500elevation,used,39999,4.8,66,4wd,19,22,gasoline,32063
2011,volkswagen,jettase,used,5999,4.4,129,fwd,24,31,gasoline,147905
2012,volkswagen,tiguanse,used,10995,4.5,53,awd,21,27,gasoline,110521
2016,bmw,x3xdrive28i,used,25985,4.6,56,awd,21,28,gasoline,52911
2019,toyota,corollase,used,23998,4.8,167,fwd,28,35,gasoline,25883
2019,mini,convertiblecooper,used,26975,4.7,11,fwd,28,37,gasoline,14164
2020,audi,q545premium,used,37900,4.8,30,awd,22,28,gasoline,17613
2018,mazda,mazda3sport,used,18807,4.8,206,fwd,28,37,gasoline,31859
2019,alfa,romeostelviotisport,used,34495,4.6,25,awd,22,28,gasoline,48303
2017,kia,sorentolx,used,18995,4.8,488,fwd,21,28,gasoline,84113
2018,audi,q52.0tpremiumplus,used,34998,4.7,181,awd,23,27,gasoline,25217
2019,audi,a655premiumplus,used,46177,4.6,23,awd,22,29,hybrid,18698
2018,ford,edgesport,certified,33998,4.8,232,awd,17,24,gasoline,17166
2020,acura,mdx3.5lw/technologypackage,used,42999,4.9,50,fwd,20,27,gasoline,19860
2019,bmw,x1sdrive28i,used,31998,4.7,17,fwd,23,32,gasoline,14335
2016,lexus,nx200tbase,used,28998,4.9,66,fwd,22,28,gasoline,38088
2021,ford,explorerxlt,used,45989,4.8,61,4wd,20,27,gasoline,14026
2014,jeep,cherokeetrailhawk,used,21594,4.2,315,4wd,19,25,gasoline,61908
2017,dodge,chargersrt392,used,45991,4.8,151,rwd,15,25,gasoline,26230
2016,ford,f-150lariat,used,33980,4.6,391,4wd,15,21,e85 flex fuel,99996
2020,hyundai,santafelimited2.0t,used,37993,4.8,202,fwd,20,27,gasoline,14417
2019,volvo,xc60t5momentum,used,42962,4.9,82,awd,20,27,gasoline,15638
2020,acura,tlxfwd,used,33899,4.9,32,fwd,23,33,gasoline,26658
2016,hyundai,velosterturbo,used,13999,4.5,112,fwd,27,33,gasoline,43924
2021,toyota,siennaxse7passenger,used,64991,4.3,28,fwd,36,36,hybrid,13566
2017,lincoln,mkzhybridreserve,used,27993,4.9,28,fwd,41,38,hybrid,38655
2020,nissan,roguesl,used,30991,4.8,133,fwd,26,33,gasoline,30500
2019,toyota,rav4le,used,29952,4.6,444,fwd,26,35,gasoline,14804
2016,ford,explorerlimited,used,22000,4.5,220,fwd,17,24,hybrid,83550
2017,chevrolet,equinoxlt,used,18495,4.7,280,fwd,21,31,gasoline,99768
2014,mercedes-benz,e-classe350,used,23491,4.8,176,rwd,21,30,gasoline,56495
2019,mercedes-benz,gls450base4matic,used,59987,5.0,10,awd,16,22,gasoline,33345
2019,mazda,cx-9touring,used,32998,5.0,52,awd,20,26,gasoline,28220
2019,subaru,impreza2.0isport,used,21498,4.6,90,awd,27,36,gasoline,112417
2017,subaru,forester2.5ipremium,used,17854,4.7,318,awd,26,32,gasoline,58476
2013,audi,a62.0tpremiumplusquattro,used,19990,4.8,49,awd,20,30,gasoline,67744
2017,volvo,xc60t6dynamic,used,26998,4.8,89,awd,19,27,gasoline,52021
2021,jeep,grandcherokee80thanniversary,used,45700,4.7,58,4wd,18,25,gasoline,10934
2019,jeep,grandcherokeelimited,used,37690,4.8,224,4wd,18,25,gasoline,16838
2010,toyota,camryle,used,9995,4.6,149,fwd,22,32,gasoline,84386
2016,toyota,highlanderlimited,used,28995,4.8,184,fwd,19,25,gasoline,82943
2019,ford,f-150raptor,used,51951,4.8,425,4wd,15,18,gasoline,30387
2016,toyota,4runnersr5premium,used,33499,4.7,140,4wd,17,21,gasoline,88842
2019,mercedes-benz,c-classc3004matic,used,34442,4.8,40,awd,22,33,gasoline,38681
2015,toyota,rav4limited,used,27450,4.6,357,awd,22,29,gasoline,13451
2019,audi,q83.0tpremium,used,69095,4.8,27,awd,17,22,gasoline,24796
2018,bmw,x3xdrive30i,used,39995,4.8,64,awd,22,29,gasoline,15479
2019,audi,sq53.0tpremium,used,50000,4.8,7,awd,19,24,gasoline,18988
2016,lexus,is300base,used,24995,4.8,17,awd,19,26,gasoline,78635
2018,mercedes-benz,gls450base4matic,used,50906,4.8,13,awd,17,22,gasoline,37827
2021,lexus,nx300base,used,40788,4.8,19,fwd,22,28,gasoline,30569
2019,lincoln,mkzreservei,used,33500,4.9,32,awd,20,29,gasoline,32629
2019,bmw,x5xdrive40i,used,48481,4.7,55,awd,20,26,gasoline,55931
2021,chevrolet,tahoez71,used,69690,4.5,37,4wd,16,20,gasoline,16261
2018,toyota,rav4hybridlimited,certified,30995,4.8,115,awd,34,30,hybrid,58539
2020,bmw,m340i,used,50000,4.9,29,rwd,22,30,gasoline,31213
2019,lexus,rx350350,used,48964,4.8,102,fwd,20,28,gasoline,38697
2018,honda,accordex-l,used,29900,4.8,652,fwd,30,38,gasoline,51175
2018,mercedes-benz,c-classc300,certified,29740,4.8,66,rwd,24,33,gasoline,38184
2019,bmw,x1sdrive28i,used,32054,4.7,17,fwd,23,32,gasoline,30502
2019,cadillac,xt5luxury,certified,36873,4.6,94,fwd,19,26,gasoline,37581
2021,ram,1500bighorn,used,42548,4.8,92,rwd,20,25,gasoline,24280
2020,mercedes-benz,amgglc43base4matic,used,61600,5.0,4,awd,18,24,gasoline,16472
2021,ram,1500bighorn,used,41623,4.8,92,4wd,19,24,gasoline,12236
2019,infiniti,qx80luxe,used,46921,4.8,26,rwd,14,20,gasoline,36122
2021,ram,1500bighorn,certified,46500,4.8,92,rwd,20,25,diesel,10228
2020,infiniti,qx60pure,used,29249,4.8,39,fwd,20,27,gasoline,50011
2019,lexus,rx350,used,45998,4.8,102,fwd,20,28,gasoline,14289
2018,mercedes-benz,c-classc3004matic,used,33000,4.8,66,awd,23,32,gasoline,26802
2005,toyota,camryle,used,10990,4.6,129,fwd,20,28,gasoline,48515
2011,nissan,maxima3.5sv,used,12999,4.5,75,fwd,19,26,gasoline,52366
2019,volvo,xc60t5momentum,used,38881,4.9,82,awd,20,27,gasoline,33955
2021,honda,cr-vex-l,used,36000,4.9,109,awd,27,32,gasoline,15028
2022,tesla,model3longrange,used,65499,4.8,2,awd,134,126,electric,4921
2020,tesla,model3performance,used,60400,4.3,16,awd,118,107,electric,46021
2015,volvo,xc60t6,used,18987,4.7,64,awd,17,24,gasoline,117075
2020,bmw,x3m40i,used,49999,4.9,51,awd,21,27,gasoline,32204
2019,alfa,romeostelvioti,used,36977,4.6,25,awd,22,28,gasoline,24601
2019,audi,sq5premiumplus,used,48288,4.8,7,awd,19,24,gasoline,36683
2019,jeep,grandcherokeelimited,used,30082,4.8,224,rwd,19,26,gasoline,34445
2021,toyota,tacoma,used,38000,4.8,85,rwd,19,24,gasoline,18752
2018,land,roverrangerovervelarp380s,used,49952,4.0,82,4wd,18,24,gasoline,27519
2021,audi,q755premiumplus,used,63791,4.7,12,awd,18,23,gasoline,10666
2019,lexus,rx350350,used,46588,4.8,102,fwd,20,28,gasoline,11518
2019,cadillac,xt4premiumluxury,certified,30291,4.2,107,fwd,24,30,gasoline,30840
2021,porsche,macangts,used,86996,4.9,3,awd,17,22,gasoline,7215
2019,honda,ridgelinertl-e,used,40000,4.8,165,awd,18,25,gasoline,17003
2020,bmw,x3m40i,used,52998,4.9,51,awd,21,27,gasoline,28266
2018,dodge,durangor/t,used,41991,4.8,146,awd,14,22,gasoline,39841
2020,lamborghini,urus,used,262500,4.7,1,awd,12,17,gasoline,25428
2020,bmw,x3m40i,certified,53990,4.9,51,awd,21,27,gasoline,22190
2012,volkswagen,tiguanse,used,7488,4.5,53,awd,21,27,gasoline,152865
2019,bmw,330i,certified,44995,4.9,30,rwd,26,36,gasoline,16389
2019,audi,q83.0tpremium,used,60000,4.8,27,awd,17,22,hybrid,34067
2015,bmw,435i,used,27975,4.8,27,rwd,20,31,gasoline,39981
2020,mercedes-benz,gle3504matic,used,52627,4.3,75,awd,19,26,gasoline,45244
2018,bmw,x3xdrive30i,used,34321,4.8,64,awd,22,29,gasoline,49033
2019,subaru,forester,used,25975,4.7,279,awd,26,33,gasoline,22502
2018,audi,s43.0tpremiumplus,used,41475,4.8,19,awd,21,30,gasoline,31159
2020,acura,mdx3.5l,used,38483,4.9,50,fwd,20,27,gasoline,20803
2020,toyota,supra3.0,used,59995,4.4,20,rwd,24,31,gasoline,11704
2014,audi,q52.0tpremiumplus,used,18189,4.7,76,awd,20,28,gasoline,88573
2020,porsche,macans,used,68880,4.5,23,awd,18,23,gasoline,15834
